id,term,definition,section,category,source_id,source_page,source_order,parser_profile,parser_version,review_status,warnings,raw_entry_text
bedd6488c8c748b3,incipit,"INCIPIO, INCIPERE, INCEPI, INCEPTUM <L. “to begin” 1. inception (in sép’shon) n. The beginning of something. Since the inception of a vaccine for polio, that disease has almost dis- appeared from the earth. 2. incipient (in sip’é ont) adj. In its early stages; beginning. A sore throat and runny nose are the symptoms of an incipient cold. incipiently, adv.",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,22,63,generic,generic-line-parser.v1,needs_review,,"incipit
INCIPIO, INCIPERE, INCEPI, INCEPTUM <L. “to begin”
1. inception (in sép’shon)
n. The beginning of something.
Since the inception of a vaccine for polio, that disease has almost dis-
appeared from the earth.
2. incipient (in sip’é ont)
adj. In its early stages; beginning.
A sore throat and runny nose are the
symptoms of an incipient cold.
incipiently, adv."
c0d65466198fe773,VOCABULARY FROM CLASSICAL ROOTS,"NIHIL <L. “nothing” 3. annihilate (e ni’o lat’) [an=ad<L. “to”] tr. v. To destroy completely. During the radio broadcast of The War of the Worlds, thousands of listeners thought Martians were about to annihilate New Jersey. annihilable, adj.; annihilation, 7.; annihilator, 7.",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,23,64,generic,generic-line-parser.v1,needs_review,,"VOCABULARY FROM CLASSICAL ROOTS
NIHIL <L. “nothing”
3. annihilate (e ni’o lat’) [an=ad<L. “to”]
tr. v. To destroy completely.
During the radio broadcast of The War of the Worlds, thousands of
listeners thought Martians were about to annihilate New Jersey.
annihilable, adj.; annihilation, 7.; annihilator, 7."
1ca46d521b954155,Synonym,decimate,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,23,65,generic,generic-line-parser.v1,needs_review,,Synonym: decimate
47ef47b900d82141,voting age at twenty,one or older.,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,23,66,generic,generic-line-parser.v1,needs_review,,voting age at twenty-one or older.
d2af3c1a018c309e,Challenge Word,"apéritif Educators often criticize television cartoons for kids as vacuous enter- tainment. vacuity, 7. vanity (van’i té) n. 1. Conceit, especially about one’s appearance. Despite the vanity of the Spanish royal family, Francisco Goya painted their portraits showing all their physical and moral shortcomings. 2. Something worthless or useless. Buddhism teaches that human ambitions are vanity. 3. A dressing table. A vanity usually has an attached mirror and many drawers. vaunt (vOnt, vont) tr. v. To boast; to brag about. Gracious winners do not vaunt their victories. n. A boast. Parents’ vaunts about their possessions often embarrass their children. vaunted, adj. APERIO, APERIRE, APERUI, APERTUM <L. “to open” 10. aperture (Ap’or chor) 11. n. An opening, especially one that admits light. The photographer adjusted the aperture of the lens to let in more light. overt (6 vart’, o’vart’) adj. Done or shown openly. Their overt hostility gave us little hope for a reconciliation. overtly, adv.",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,24,67,generic,generic-line-parser.v1,needs_review,,"Challenge Word
apéritif
Educators often criticize television cartoons for kids as vacuous enter-
tainment.
vacuity, 7.
vanity (van’i té)
n. 1. Conceit, especially about one’s appearance.
Despite the vanity of the Spanish royal
family, Francisco Goya painted their
portraits showing all their physical and
moral shortcomings.
2. Something worthless or useless.
Buddhism teaches that human ambitions are
vanity.
3. A dressing table.
A vanity usually has an attached mirror and
many drawers.
vaunt (vOnt, vont)
tr. v. To boast; to brag about.
Gracious winners do not vaunt their victories.
n. A boast.
Parents’ vaunts about their possessions often embarrass their children.
vaunted, adj.
APERIO, APERIRE, APERUI,
APERTUM <L. “to open”
10. aperture (Ap’or chor)
11.
n. An opening, especially one that admits
light.
The photographer adjusted the aperture of the
lens to let in more light.
overt (6 vart’, o’vart’)
adj. Done or shown openly.
Their overt hostility gave us little hope for a reconciliation.
overtly, adv."
51013cf986efd1aa,nearly the same as the word in bold,faced type).,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,25,68,generic,generic-line-parser.v1,needs_review,,nearly the same as the word in bold-faced type).
81600b508b4c5745,in bold,faced type).,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,25,69,generic,generic-line-parser.v1,needs_review,,in bold-faced type).
9eb6358b985aaaca,The research of Polish astronomer Copernicus negated the long,held theory that,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,25,70,generic,generic-line-parser.v1,needs_review,,The research of Polish astronomer Copernicus negated the long-held theory that
9025772132535799,ao,o,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,25,71,generic,generic-line-parser.v1,needs_review,short_definition,"ao
o"
12eb4bb1834621c1,pandemonium,uproar ::,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,27,72,generic,generic-line-parser.v1,needs_review,,pandemonium : uproar ::
5e00f717f5fec9f6,claudere,aperire ::,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,27,73,generic,generic-line-parser.v1,needs_review,,claudere : aperire ::
562931cf41f04a74,nihil,omnis,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,27,74,generic,generic-line-parser.v1,needs_review,short_definition,nihil : omnis
874dbedb90e003b2,microwave,"More or Less Satis eloquentiae, sapientiae parum. Enough eloquence, too little wisdom.",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,28,75,generic,generic-line-parser.v1,needs_review,,"microwave
More or Less
Satis eloquentiae, sapientiae parum.
Enough eloquence, too little wisdom."
6506e7b8550f5c2b,Key Words,attenuate microbe comply microcosm expletive minuscule,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,28,76,generic,generic-line-parser.v1,needs_review,,"Key Words
attenuate microbe
comply microcosm
expletive minuscule"
48efc2574ecf4190,tenuous,"MIKROS <G. “small” 1. microbe (mi’kr6b) [bios <G. “life”] n. An organism invisible to the naked eye, especially one that causes disease. Malaria is caused by a microbe that can be transmitted by the bite of certain mosquitoes. 27",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,28,77,generic,generic-line-parser.v1,needs_review,,"tenuous
MIKROS <G. “small”
1. microbe (mi’kr6b) [bios <G. “life”]
n. An organism invisible to the naked
eye, especially one that causes disease.
Malaria is caused by a microbe that can be
transmitted by the bite of certain mosquitoes.
27"
2f200c42004733ba,VOCABULARY FROM CLASSICAL ROOTS,"microcosm (mi’kro k6z’am) [kosmos<G. “universe” n. A miniature world; something that resembles something else on a very small scale. A school community is a microcosm of the whole society in which it exists. microcosmic, adj. MINUO, MINUERE, MINUI, MINUTUM <L. “to lessen” MINUS <L. “less” 3. TENUO, TENUARE, TENUAVI, TENUATUM <L. “to make thin” TENUIS <L. “thin” 5. . tenuous (tén’yoo as) minuscule (min’a skyodol’) adj. Extremely small. The dollhouse was furnished in every detail, including minuscule silver- ware and napkin rings. minutia (mi n0do’shé 9, mi ndo’sho, mi nydo’sho;",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,29,78,generic,generic-line-parser.v1,needs_review,,"VOCABULARY FROM CLASSICAL ROOTS
microcosm (mi’kro k6z’am) [kosmos<G. “universe”
n. A miniature world; something that resembles something else on a
very small scale.
A school community is a microcosm of the whole society in which it
exists.
microcosmic, adj.
MINUO, MINUERE, MINUI, MINUTUM <L. “to lessen”
MINUS <L. “less”
3.
TENUO, TENUARE, TENUAVI,
TENUATUM <L. “to make thin”
TENUIS <L. “thin”
5.
. tenuous (tén’yoo as)
minuscule (min’a skyodol’)
adj. Extremely small.
The dollhouse was furnished in every detail, including minuscule silver-
ware and napkin rings.
minutia (mi n0do’shé 9, mi ndo’sho, mi nydo’sho;"
a946f5db2b24bf52,plural minutiae,mi ndo’shé é’),,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,29,79,generic,generic-line-parser.v1,needs_review,,plural minutiae: mi ndo’shé é’)
7dae8d0224e40b6d,A seemingly insignificant minutia,like a fragment of bone or a pottery,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,29,80,generic,generic-line-parser.v1,needs_review,,A seemingly insignificant minutia—like a fragment of bone or a pottery
833c0d8e031adaab,chip,can yield important information at an archeological site.,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,29,81,generic,generic-line-parser.v1,needs_review,,chip—can yield important information at an archeological site.
ff95f645d9a78191,plenum,"SATIS <L. “enough” ae 7. satiate (sa’shé at) tr. v. To satisfy an appetite fully; to gratify to excess. During our stay in Italy we satiated ourselves on art, opera, and pasta. satiation, 7.; satiety (so tii té), n. IMPLEO, IMPLERE, IMPLEVI, IMPLETUM <L. “to fill” PLENUS <L. “full” 8. 10. comply (kom pli’) [com=cum<L. intensifier] intr. v. To do as one is asked or ordered. Many historians believe the civil rights movement began in earnest when Rosa Parks refused to comply with the law requiring black people fo sit in the back of the bus. compliance, 7.; compliant, adj.; compliancy, 7. implement (im’plo mont) [im=in<L. intensifier] n. A tool or utensil. Inventor Cyrus McCormick's implement for harvesting grain, the “McCormick reaper,”",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,30,82,generic,generic-line-parser.v1,needs_review,,"plenum
SATIS <L. “enough” ae
7. satiate (sa’shé at)
tr. v. To satisfy an appetite fully; to gratify
to excess.
During our stay in Italy we satiated
ourselves on art, opera, and pasta.
satiation, 7.; satiety (so tii té), n.
IMPLEO, IMPLERE, IMPLEVI, IMPLETUM <L. “to fill”
PLENUS <L. “full”
8.
10.
comply (kom pli’) [com=cum<L. intensifier]
intr. v. To do as one is asked or ordered.
Many historians believe the civil rights movement began in earnest when
Rosa Parks refused to comply with the law requiring black people fo sit
in the back of the bus.
compliance, 7.; compliant, adj.; compliancy, 7.
implement (im’plo mont) [im=in<L.
intensifier]
n. A tool or utensil.
Inventor Cyrus McCormick's implement for
harvesting grain, the “McCormick reaper,”"
fea5560283e668c6,revolutionized nineteenth,century agriculture.,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,30,83,generic,generic-line-parser.v1,needs_review,,revolutionized nineteenth-century agriculture.
7c5910538336581f,VOCABULARY FROM CLASSICAL ROOTS,"expletive (ék’spli tiv) [ex<L. “out”] n. An exclamation or oath, often obscene. Although we couldn't speak their language, we could tell they were uttering angry expletives at us. expletory, adj. EXERCISE 5A Circle the letter of the best SYNONYM (the word or phrase most",,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,31,84,generic,generic-line-parser.v1,needs_review,,"VOCABULARY FROM CLASSICAL ROOTS
expletive (ék’spli tiv) [ex<L. “out”]
n. An exclamation or oath, often obscene.
Although we couldn't speak their language, we could tell they were uttering angry
expletives at us.
expletory, adj.
EXERCISE 5A Circle the letter of the best SYNONYM (the word or phrase most"
2632d77eba86ba05,nearly the same as the word in bold,faced type).,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,31,85,generic,generic-line-parser.v1,needs_review,,nearly the same as the word in bold-faced type).
ac66ccc668631878,word in bold,faced type).,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,31,86,generic,generic-line-parser.v1,needs_review,,word in bold-faced type).
cc80c25f8107c46a,vPaooep,Minuscule particles of frost reflected the sun’s light. . Only a miniscule proportion of students today studies Greek.,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,31,87,generic,generic-line-parser.v1,needs_review,,"vPaooep
Minuscule particles of frost reflected the sun’s light.
. Only a miniscule proportion of students today studies Greek."
54830978fe5242ff,Rural Americans often attended a one,room miniscule.,,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,31,88,generic,generic-line-parser.v1,needs_review,,Rural Americans often attended a one-room miniscule.
517faf4de8645d39,EDUCATORS,PUBLISHING SERVICE 800122515750),,classical-roots,classical-roots-vocabulary-from-classical-roots-ocr,32,89,generic,generic-line-parser.v1,needs_review,,EDUCATORS: PUBLISHING SERVICE 800122515750)
